local_name_unique,macro_area_tourist_presences_2024_m_istat,avg_spend_eur_synth,seats_synth,employees_synth,revenue_eur_synth,profit_margin_derived_synth,digital_presence_score_synth,restaurants_1km_synth,reputation_score_synth,macro_area_Nord,macro_area_Sud_Isole,restaurant_type_bar,restaurant_type_bistrot,restaurant_type_braceria,restaurant_type_cafe,restaurant_type_caffetteria,restaurant_type_gastronomia,restaurant_type_gelateria,restaurant_type_griglieria,restaurant_type_osteria,restaurant_type_panetteria,restaurant_type_panineria,restaurant_type_pasticceria,restaurant_type_pizzeria,restaurant_type_pub,restaurant_type_restaurant,restaurant_type_steakhouse,restaurant_type_street food,restaurant_type_trattoria,restaurant_type_wine bar,restaurant_type_wine_bar,y_manager,y_pay,y_giftcard,y_pro
Cannavacciuolo by the Lake - Pettenasco,1.0,0.7483782207594193,0.43925233644859807,0.3636363636363636,0.3361206171037717,0.6321569521011398,0.5438467381849156,0.20833333333333334,0.4687449293569977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Le Monzù - Capri,0.0,0.6986547688027147,0.3271028037383177,0.18181818181818182,0.3718288633828792,0.3672621415927527,0.7207665136317972,0.33333333333333337,0.48621108238742855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Luca's by Paulo Airaudo - Florence,0.14479105356091826,0.601004313686233,0.6915887850467289,0.5454545454545454,0.6278746959336365,0.9456047854172123,0.20380247154359477,0.375,0.8117165064616305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
Indaco - Lacco Ameno,0.0,0.9347641476908813,0.2710280373831776,0.18181818181818182,0.4633918449849829,0.9886916551981972,0.5008980986073133,0.12499999999999997,0.5859264007852198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
Saporium - Chiusdino,0.14479105356091826,0.7486340712956643,0.7943925233644858,0.6363636363636365,0.848143433754393,0.8382867555623896,0.4194859691006979,0.16666666666666666,0.7395194692633758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
INEO - Rome,0.14479105356091826,0.5911523033991631,0.3551401869158878,0.27272727272727276,0.20598990558624752,0.21967353969251144,0.9032134050854587,0.6666666666666666,0.27750044101923926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Il Sereno Al Lago - Torno,1.0,0.6920377001259107,0.5607476635514018,0.45454545454545453,0.5027404396742894,0.22693873095301867,0.455856830434612,0.04166666666666666,0.6741498056738167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Senso Lake Garda Alfio Ghezzi - Limone sul Garda,1.0,0.8143034224941472,0.6355140186915887,0.5454545454545454,0.4931437391748507,0.12889381567313882,0.8230750868983111,0.16666666666666666,0.7919658481804353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Serrae Villa Fiesole - Fiesole,0.14479105356091826,0.511728777059227,0.3738317757009345,0.27272727272727276,0.2724489335591584,1.0,0.20376509013465038,0.16666666666666666,0.5695612456629584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Elementi - Torgiano,0.14479105356091826,0.5451301814471166,0.1588785046728972,0.09090909090909088,0.11118126301926566,0.8094953990552638,0.6171861879127222,0.16666666666666666,0.5808153171058064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Anima - Milan,1.0,0.375553710587387,0.514018691588785,0.3636363636363636,0.19955542614769528,0.5823845410691599,0.32828059501747364,0.9166666666666666,0.46622893602851195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Atto di Vito Mollica - Florence,0.14479105356091826,0.7856035207073411,0.43925233644859807,0.27272727272727276,0.4951579950372171,0.4539637523971922,0.5848411099725869,0.45833333333333337,0.5753971086023422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Otto Geleng - Taormina,0.0,0.7607523009575623,0.01869158878504673,0.0,0.0819019545136254,0.9945390159991216,0.30396161390648857,0.24999999999999997,0.548793138563028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Lunasia - Viareggio,0.14479105356091826,0.7036196507855226,0.28037383177570097,0.09090909090909088,0.24458841862906494,0.8765888011450962,0.52391822496504,0.45833333333333337,0.6509389243738473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
Cip's Club - Venice,1.0,0.6445659103511879,0.6074766355140186,0.45454545454545453,0.4703240564769789,0.09160731917209355,0.28893591378251793,0.5833333333333334,0.6544729604896777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Don Carlos - Milan,1.0,0.6580356666659144,0.3177570093457943,0.27272727272727276,0.3176881991087216,0.6616959143668948,0.48755195166676923,0.625,0.44512631434309186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
La Serra - Positano,0.0,0.2615319754151113,0.5233644859813084,0.45454545454545453,0.19364298792508627,0.9680103551054713,0.363026281498233,0.20833333333333334,0.5800594043234502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
i-Fame - Rimini,1.0,0.471773314572501,0.42056074766355134,0.27272727272727276,0.2578399543695723,0.5831916521346086,0.5204257682684392,0.33333333333333337,0.224136267827943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Acanto - Milan,1.0,0.7218546221229021,0.43925233644859807,0.27272727272727276,0.4363571933990566,0.8729617440788513,0.5039465619187476,0.45833333333333337,0.4851622946838586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Winter Garden Florence - Florence,0.14479105356091826,0.6977350670968361,0.3831775700934579,0.3636363636363636,0.38787646806039133,0.007931271248347888,0.40833018266013277,0.5833333333333334,0.4061775247161948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Maxi - Vico Equense,0.0,0.7349560325734976,0.5981308411214953,0.3636363636363636,0.7178216821106642,0.6681758673920553,0.6851714001147048,0.33333333333333337,0.6760965889038162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1
Al Palazzo - Positano,0.0,0.526749969054162,0.30841121495327106,0.18181818181818182,0.19247380188665292,0.43472041803465244,0.5009837235626173,0.24999999999999997,0.5063343210242601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Morelli - Milan,1.0,0.8178091236635661,0.8691588785046728,0.8181818181818181,1.0,0.49954221909892027,0.5610611857933674,0.41666666666666663,0.5433058202814054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0
Armani/Ristorante - Milan,1.0,0.7940625701554851,0.4018691588785046,0.3636363636363636,0.42154682745764005,0.2698430621119291,0.3190246181103523,0.6666666666666666,0.2755636966882002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
Osteria del Guà - Bagnolo,1.0,0.34088226476453104,0.4579439252336448,0.27272727272727276,0.1709302786893026,0.9144366822421068,0.3101825899784044,0.24999999999999997,0.8007788081303404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
VeRo - Venetian Roots - Venice,1.0,0.5747913140464935,0.4018691588785046,0.3636363636363636,0.264264785116674,0.30339072821884694,0.47276957735668257,0.45833333333333337,0.5684957901707828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Tosca - Casole d'Elsa,0.14479105356091826,0.7692031902725815,0.5887850467289719,0.3636363636363636,0.5002025046005419,0.07186714555083953,0.9298266094390132,0.41666666666666663,0.6037627195388415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Osteria Francescana - Modena,1.0,0.6356065157502897,0.4018691588785046,0.3636363636363636,0.26617277491891445,0.7955129339913289,0.6778532938800509,0.24999999999999997,0.40868696916314456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Piazza Duomo - Alba,1.0,0.7295891346251655,0.5887850467289719,0.3636363636363636,0.6302780898938801,0.8357444300727039,0.2102001358192067,0.20833333333333334,0.18396699153461604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Reale - Castel di Sangro,0.0,0.6899477325036651,0.8130841121495326,0.6363636363636365,0.6283006383465994,0.16600474812462115,0.19746623731761037,0.16666666666666666,0.7101410021064007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Atelier Moessmer Norbert Niederkofler - Brunico,1.0,0.517577774509377,0.3457943925233644,0.27272727272727276,0.2936473675812336,0.7753351853911877,0.24852220881722298,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Uliassi - Senigallia,0.14479105356091826,0.8011005290472684,0.7289719626168224,0.6363636363636365,0.8053603104365826,0.6756262279101737,0.5624552925581103,0.0,0.648951400345146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Casa Perbellini 12 Apostoli - Verona,1.0,0.5807910297232961,0.3738317757009345,0.27272727272727276,0.2895153054620014,0.19104149896912945,0.24346648685086247,0.20833333333333334,0.9051206177672804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4 Archi - Milo,0.0,0.6367854063819496,0.28037383177570097,0.27272727272727276,0.23878439831193543,0.8913649382765483,0.49238263436771734,0.24999999999999997,0.8247836599487812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
Abbamele Osteria - Mamoiada,0.0,0.7047359401369825,0.39252336448598124,0.27272727272727276,0.29974362765835116,0.020841531585062967,0.5386475054441694,0.08333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
Agra Mater - Colmurano,0.14479105356091826,0.6438755846936729,0.5794392523364486,0.3636363636363636,0.440022561432683,0.9937256044367517,0.7280393916383207,0.04166666666666666,0.6350710730802076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Ai Due Platani - Parma,1.0,0.5389603601672716,0.6261682242990654,0.3636363636363636,0.39834098404405727,0.5683821062998319,0.4677851447094421,0.29166666666666663,0.45352353502951853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Al Convento - Casa Torrente - Cetara,0.0,0.8218277879883052,0.8971962616822429,0.7272727272727273,0.8018912935702651,0.5695212907619136,0.5621463872666872,0.375,0.3363344254496243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
All' Osteria Bottega - Bologna,1.0,0.5627691909179251,0.5233644859813084,0.27272727272727276,0.3818997855593416,0.22846713437362923,0.5817041429948506,0.5416666666666666,0.15317006295688995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1
Antica Bottega del Vino - Verona,1.0,0.31331666028208816,0.43925233644859807,0.5454545454545454,0.2535487753309997,0.4833403663922141,0.21949303749651194,0.20833333333333334,0.5783961549819434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1
CIZ - Cantina e Cucina - Milan,1.0,0.2115295397288217,0.5794392523364486,0.6363636363636365,0.2975001783720763,0.06076622706398413,0.33530042566691753,0.8333333333333334,0.42646307959908364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1
Da Nando - Mortegliano,1.0,0.32778441350236487,0.36448598130841114,0.5454545454545454,0.24478719346741307,0.830905977480104,0.7577354566696833,0.12499999999999997,0.4703640897010188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
Del Gatto - Anzio,0.14479105356091826,0.2560475368378215,0.4018691588785046,0.5454545454545454,0.14227556684758697,0.17704962334607607,0.3327316874299604,0.20833333333333334,0.4342056988975555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0
Enoteca della Valpolicella - Fumane,1.0,0.25957099466080163,0.39252336448598124,0.5454545454545454,0.1972687040616538,0.10310663473289236,0.2662098646465507,0.5833333333333334,0.586736350369083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1
Enoteca Quattro Ruote - Montalto di Castro,0.14479105356091826,0.3579880387293165,0.33644859813084105,0.6363636363636365,0.1745331956902702,0.7758357242093356,0.5115697144792665,0.16666666666666666,0.472145511356346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
Ba Restaurant - Milan,1.0,0.7035730321004966,0.4579439252336448,0.27272727272727276,0.5317739499503495,0.9910317532732142,0.24140517230779335,0.45833333333333337,0.535340553448856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
Gong Oriental Attitude - Milan,1.0,0.6399484968740258,0.3177570093457943,0.27272727272727276,0.2624966868342136,0.6330703075789281,0.7715213506849837,0.375,0.396577823224983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
Il Gusto di Xinge - Florence,0.14479105356091826,0.6657611668015951,0.6448598130841121,0.6363636363636365,0.6585203267607148,0.755681550983909,0.32773255137291046,0.75,0.6894492964394161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
Il Vizio all'Hotel Quattrotorri - Perugia,0.14479105356091826,0.6533624933898738,0.0,0.0,0.0557691731544962,0.0,0.465742699311832,0.20833333333333334,0.4263948273743274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
